GT_Título,LLM_Título,Nível_GT,Nível_LLM,Similaridade,Caminho_GT,Caminho_LLM,Tamanho_GT,Tamanho_LLM
Breast cancer,8.1. Data-Driven Inversion and SNR Enhancement,Nível 2,Nível 3,0.6836,Cell-graph representation > Breast cancer,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,840,148
Breast cancer,8.1. Data-Driven Inversion and SNR Enhancement,Nível 1,Nível 3,0.6836,Breast cancer,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,840,148
Preliminaries,8.1. Data-Driven Inversion and SNR Enhancement,Nível 4,Nível 3,0.677,root > Graph representation learning \\ in digital pathology: Background > Histopathology graph representation > Preliminaries,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,241,148
Preliminaries,8.1. Data-Driven Inversion and SNR Enhancement,Nível 3,Nível 3,0.677,Graph representation learning \\ in digital pathology: Background > Histopathology graph representation > Preliminaries,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,241,148
Preliminaries,8.1. Data-Driven Inversion and SNR Enhancement,Nível 2,Nível 3,0.677,Histopathology graph representation > Preliminaries,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,241,148
Preliminaries,8.1. Data-Driven Inversion and SNR Enhancement,Nível 1,Nível 3,0.677,Preliminaries,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,241,148
Embedding expert knowledge and clinical adoption of graph analytics,8.2. Automated Fluid Identification,Nível 3,Nível 3,0.6675,root > Discussion and open challenges > Embedding expert knowledge and clinical adoption of graph analytics,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,448,94
Embedding expert knowledge and clinical adoption of graph analytics,8.2. Automated Fluid Identification,Nível 2,Nível 3,0.6675,Discussion and open challenges > Embedding expert knowledge and clinical adoption of graph analytics,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,448,94
Embedding expert knowledge and clinical adoption of graph analytics,8.2. Automated Fluid Identification,Nível 1,Nível 3,0.6675,Embedding expert knowledge and clinical adoption of graph analytics,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,448,94
Node embeddings,8.1. Data-Driven Inversion and SNR Enhancement,Nível 5,Nível 3,0.667,root > Graph representation learning \\ in digital pathology: Background > Histopathology graph representation > Graph construction > Node embeddings,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,162,148
Node embeddings,8.1. Data-Driven Inversion and SNR Enhancement,Nível 4,Nível 3,0.667,Graph representation learning \\ in digital pathology: Background > Histopathology graph representation > Graph construction > Node embeddings,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,162,148
Node embeddings,8.1. Data-Driven Inversion and SNR Enhancement,Nível 3,Nível 3,0.667,Histopathology graph representation > Graph construction > Node embeddings,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,162,148
Node embeddings,8.1. Data-Driven Inversion and SNR Enhancement,Nível 2,Nível 3,0.667,Graph construction > Node embeddings,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,162,148
Node embeddings,8.1. Data-Driven Inversion and SNR Enhancement,Nível 1,Nível 3,0.667,Node embeddings,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,162,148
Node definition,8.1. Data-Driven Inversion and SNR Enhancement,Nível 5,Nível 3,0.6646,root > Graph representation learning \\ in digital pathology: Background > Histopathology graph representation > Graph construction > Node definition,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,186,148
Node definition,8.1. Data-Driven Inversion and SNR Enhancement,Nível 4,Nível 3,0.6646,Graph representation learning \\ in digital pathology: Background > Histopathology graph representation > Graph construction > Node definition,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,186,148
Node definition,8.1. Data-Driven Inversion and SNR Enhancement,Nível 3,Nível 3,0.6646,Histopathology graph representation > Graph construction > Node definition,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,186,148
Node definition,8.1. Data-Driven Inversion and SNR Enhancement,Nível 2,Nível 3,0.6646,Graph construction > Node definition,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,186,148
Node definition,8.1. Data-Driven Inversion and SNR Enhancement,Nível 1,Nível 3,0.6646,Node definition,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,186,148
Introduction,8.1. Data-Driven Inversion and SNR Enhancement,Nível 2,Nível 3,0.6636,root > Introduction,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,937,148
Introduction,8.1. Data-Driven Inversion and SNR Enhancement,Nível 1,Nível 3,0.6636,Introduction,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,937,148
Breast cancer,8. Digital Oilfield: Integration of AI and Machine Learning,Nível 4,Nível 2,0.661,root > Applications of graph deep learning \\ in digital pathology > Cell-graph representation > Breast cancer,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning,840,41
Breast cancer,8. Digital Oilfield: Integration of AI and Machine Learning,Nível 3,Nível 2,0.661,Applications of graph deep learning \\ in digital pathology > Cell-graph representation > Breast cancer,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning,840,41
Breast cancer,8. Digital Oilfield: Integration of AI and Machine Learning,Nível 2,Nível 2,0.661,Cell-graph representation > Breast cancer,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning,840,41
Breast cancer,8. Digital Oilfield: Integration of AI and Machine Learning,Nível 1,Nível 2,0.661,Breast cancer,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning,840,41
Introduction,8. Digital Oilfield: Integration of AI and Machine Learning,Nível 2,Nível 2,0.6606,root > Introduction,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning,937,41
Other GNN architectures in histopathology,8.1. Data-Driven Inversion and SNR Enhancement,Nível 4,Nível 3,0.6606,root > Graph representation learning \\ in digital pathology: Background > Graph neural networks models > Other GNN architectures in histopathology,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,234,148
Introduction,8. Digital Oilfield: Integration of AI and Machine Learning,Nível 1,Nível 2,0.6606,Introduction,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning,937,41
Other GNN architectures in histopathology,8.1. Data-Driven Inversion and SNR Enhancement,Nível 3,Nível 3,0.6606,Graph representation learning \\ in digital pathology: Background > Graph neural networks models > Other GNN architectures in histopathology,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,234,148
Other GNN architectures in histopathology,8.1. Data-Driven Inversion and SNR Enhancement,Nível 2,Nível 3,0.6606,Graph neural networks models > Other GNN architectures in histopathology,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,234,148
Other GNN architectures in histopathology,8.1. Data-Driven Inversion and SNR Enhancement,Nível 1,Nível 3,0.6606,Other GNN architectures in histopathology,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,234,148
Graph interpretations,8.2. Automated Fluid Identification,Nível 3,Nível 3,0.6597,root > Graph representation learning \\ in digital pathology: Background > Graph interpretations,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,191,94
Unimodal and multi-modal feature level fusion,8.2. Automated Fluid Identification,Nível 3,Nível 3,0.6597,root > Applications of graph deep learning \\ in digital pathology > Unimodal and multi-modal feature level fusion,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,126,94
Graph interpretations,8.2. Automated Fluid Identification,Nível 2,Nível 3,0.6597,Graph representation learning \\ in digital pathology: Background > Graph interpretations,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,191,94
Graph interpretations,8.2. Automated Fluid Identification,Nível 1,Nível 3,0.6597,Graph interpretations,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,191,94
Unimodal and multi-modal feature level fusion,8.2. Automated Fluid Identification,Nível 2,Nível 3,0.6597,Applications of graph deep learning \\ in digital pathology > Unimodal and multi-modal feature level fusion,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,126,94
Unimodal and multi-modal feature level fusion,8.2. Automated Fluid Identification,Nível 1,Nível 3,0.6597,Unimodal and multi-modal feature level fusion,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,126,94
Introduction,8.2. Automated Fluid Identification,Nível 2,Nível 3,0.6587,root > Introduction,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,937,94
ChebNet,8.1. Data-Driven Inversion and SNR Enhancement,Nível 4,Nível 3,0.6587,root > Graph representation learning \\ in digital pathology: Background > Graph neural networks models > ChebNet,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,214,148
GCN,8.1. Data-Driven Inversion and SNR Enhancement,Nível 4,Nível 3,0.6587,root > Graph representation learning \\ in digital pathology: Background > Graph neural networks models > GCN,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,260,148
Introduction,8.2. Automated Fluid Identification,Nível 1,Nível 3,0.6587,Introduction,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,937,94
ChebNet,8.1. Data-Driven Inversion and SNR Enhancement,Nível 3,Nível 3,0.6587,Graph representation learning \\ in digital pathology: Background > Graph neural networks models > ChebNet,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,214,148
GCN,8.1. Data-Driven Inversion and SNR Enhancement,Nível 3,Nível 3,0.6587,Graph representation learning \\ in digital pathology: Background > Graph neural networks models > GCN,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,260,148
ChebNet,8.1. Data-Driven Inversion and SNR Enhancement,Nível 2,Nível 3,0.6587,Graph neural networks models > ChebNet,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,214,148
GCN,8.1. Data-Driven Inversion and SNR Enhancement,Nível 2,Nível 3,0.6587,Graph neural networks models > GCN,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,260,148
ChebNet,8.1. Data-Driven Inversion and SNR Enhancement,Nível 1,Nível 3,0.6587,ChebNet,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,214,148
GCN,8.1. Data-Driven Inversion and SNR Enhancement,Nível 1,Nível 3,0.6587,GCN,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,260,148
Preliminaries,8.2. Automated Fluid Identification,Nível 4,Nível 3,0.658,root > Graph representation learning \\ in digital pathology: Background > Histopathology graph representation > Preliminaries,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,241,94
Preliminaries,8.2. Automated Fluid Identification,Nível 3,Nível 3,0.658,Graph representation learning \\ in digital pathology: Background > Histopathology graph representation > Preliminaries,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,241,94
Preliminaries,8.2. Automated Fluid Identification,Nível 2,Nível 3,0.658,Histopathology graph representation > Preliminaries,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,241,94
Preliminaries,8.2. Automated Fluid Identification,Nível 1,Nível 3,0.658,Preliminaries,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,241,94
Colorectal cancer,8.2. Automated Fluid Identification,Nível 4,Nível 3,0.6577,root > Applications of graph deep learning \\ in digital pathology > Hierarchical graph representation (macro and micro architectures) > Colorectal cancer,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,299,94
Colorectal cancer,8.2. Automated Fluid Identification,Nível 3,Nível 3,0.6577,Applications of graph deep learning \\ in digital pathology > Hierarchical graph representation (macro and micro architectures) > Colorectal cancer,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,299,94
Colorectal cancer,8.2. Automated Fluid Identification,Nível 2,Nível 3,0.6577,Hierarchical graph representation (macro and micro architectures) > Colorectal cancer,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,299,94
Colorectal cancer,8.2. Automated Fluid Identification,Nível 1,Nível 3,0.6577,Colorectal cancer,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,299,94
Applications of graph deep learning \\ in digital pathology,8.2. Automated Fluid Identification,Nível 2,Nível 3,0.657,root > Applications of graph deep learning \\ in digital pathology,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,195,94
Applications of graph deep learning \\ in digital pathology,8.2. Automated Fluid Identification,Nível 1,Nível 3,0.657,Applications of graph deep learning \\ in digital pathology,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,195,94
Breast cancer,8.1. Data-Driven Inversion and SNR Enhancement,Nível 4,Nível 3,0.6567,root > Applications of graph deep learning \\ in digital pathology > Hierarchical graph representation (macro and micro architectures) > Breast cancer,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,958,148
Breast cancer,8.1. Data-Driven Inversion and SNR Enhancement,Nível 3,Nível 3,0.6567,Applications of graph deep learning \\ in digital pathology > Hierarchical graph representation (macro and micro architectures) > Breast cancer,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,958,148
Breast cancer,8.1. Data-Driven Inversion and SNR Enhancement,Nível 2,Nível 3,0.6567,Hierarchical graph representation (macro and micro architectures) > Breast cancer,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,958,148
Breast cancer,8.1. Data-Driven Inversion and SNR Enhancement,Nível 1,Nível 3,0.6567,Breast cancer,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.1. Data-Driven Inversion and SNR Enhancement,958,148
Colorectal cancer,8. Digital Oilfield: Integration of AI and Machine Learning,Nível 4,Nível 2,0.6562,root > Applications of graph deep learning \\ in digital pathology > Hierarchical graph representation (macro and micro architectures) > Colorectal cancer,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning,299,41
Colorectal cancer,8. Digital Oilfield: Integration of AI and Machine Learning,Nível 3,Nível 2,0.6562,Applications of graph deep learning \\ in digital pathology > Hierarchical graph representation (macro and micro architectures) > Colorectal cancer,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning,299,41
Colorectal cancer,8. Digital Oilfield: Integration of AI and Machine Learning,Nível 2,Nível 2,0.6562,Hierarchical graph representation (macro and micro architectures) > Colorectal cancer,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning,299,41
Colorectal cancer,8. Digital Oilfield: Integration of AI and Machine Learning,Nível 1,Nível 2,0.6562,Colorectal cancer,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning,299,41
Patch-graphs and Tissue-graphs representations,8.2. Automated Fluid Identification,Nível 3,Nível 3,0.655,root > Applications of graph deep learning \\ in digital pathology > Patch-graphs and Tissue-graphs representations,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,156,94
Automated graph generation,8.2. Automated Fluid Identification,Nível 4,Nível 3,0.655,root > Discussion and open challenges > Entity-graph construction > Automated graph generation,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,390,94
Patch-graphs and Tissue-graphs representations,8.2. Automated Fluid Identification,Nível 2,Nível 3,0.655,Applications of graph deep learning \\ in digital pathology > Patch-graphs and Tissue-graphs representations,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,156,94
Patch-graphs and Tissue-graphs representations,8.2. Automated Fluid Identification,Nível 1,Nível 3,0.655,Patch-graphs and Tissue-graphs representations,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,156,94
Automated graph generation,8.2. Automated Fluid Identification,Nível 3,Nível 3,0.655,Discussion and open challenges > Entity-graph construction > Automated graph generation,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,390,94
Automated graph generation,8.2. Automated Fluid Identification,Nível 2,Nível 3,0.655,Entity-graph construction > Automated graph generation,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,390,94
Automated graph generation,8.2. Automated Fluid Identification,Nível 1,Nível 3,0.655,Automated graph generation,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,390,94
Graph representation learning \\ in digital pathology: Background,8.2. Automated Fluid Identification,Nível 2,Nível 3,0.654,root > Graph representation learning \\ in digital pathology: Background,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,172,94
Graph representation learning \\ in digital pathology: Background,8.2. Automated Fluid Identification,Nível 1,Nível 3,0.654,Graph representation learning \\ in digital pathology: Background,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,172,94
Conclusion,8.2. Automated Fluid Identification,Nível 2,Nível 3,0.652,root > Conclusion,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,266,94
Conclusion,8.2. Automated Fluid Identification,Nível 1,Nível 3,0.652,Conclusion,Applications of Nuclear Magnetic Resonance (NMR) in the Oil and Gas Industries > 8. Digital Oilfield: Integration of AI and Machine Learning > 8.2. Automated Fluid Identification,266,94
